InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C552891,ST70528,KNITTED UNION FLAG HOT WATER BOTTLE,32,04/20/2023 00:00,3.4,10868,United Kingdom
C572331,ST31573,LUNCH BAG RED RETROSPOT,10,03/31/2023 00:00,34.27,10373,United Kingdom
C567337,ST42570,CHOCOLATE HOT WATER BOTTLE,3,06/23/2023 00:00,19.06,10143,United Kingdom
C579755,ST32117,POPPY'S PLAYHOUSE KITCHEN,43,03/02/2023 00:00,52.77,10916,Germany
C555071,ST42410,SKULL SHOULDER BAG,60,05/18/2023 00:00,34.7,10382,United Kingdom
C566048,ST66091,SKULL SHOULDER BAG,3,01/07/2023 00:00,18.74,10698,United Kingdom
C546097,ST78178,BOX OF VINTAGE JIGSAW BLOCKS,8,08/14/2023 00:00,36.97,10481,United Kingdom
C537081,ST81234,LUNCH BAG RED RETROSPOT,2,10/16/2023 00:00,22.9,10196,United Kingdom
C564297,ST49181,POPPY'S PLAYHOUSE BEDROOM,8,07/25/2023 00:00,34.51,10005,United Kingdom
C574267,ST32259,CREAM CUPID HEARTS COAT HANGER,8,11/08/2023 00:00,39.85,10014,United Kingdom
C569102,ST19033,WHITE BUTTERFLY T-LIGHT HOLDER,1,02/27/2023 00:00,12.63,10633,United Kingdom
C580132,ST33895,BLUE CHERRY LIGHTS,1,11/21/2023 00:00,37.61,10293,United Kingdom
C576436,ST52584,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,02/10/2023 00:00,36.88,10610,United Kingdom
C554765,ST33540,VINTAGE PAISLEY STATIONERY SET,11,09/25/2023 00:00,15.54,10766,United Kingdom
C571606,ST27532,BOX OF 6 ASSORTED COLOUR TEASPOONS,71,03/06/2023 00:00,2.69,10828,Spain
C551707,ST49329,BLUE CHERRY LIGHTS,30,10/31/2023 00:00,36.76,10139,United Kingdom
C577963,ST80821,SMALL POPCORN HOLDER,10,09/19/2023 00:00,13.99,10900,United Kingdom
C559310,ST96653,GLASS HANGING T-LIGHT HOLDER,1,01/24/2023 00:00,26.55,10753,United Kingdom
C551363,ST89460,PINK CHERRY LIGHTS,2,05/15/2023 00:00,27.22,10969,United Kingdom
C565039,ST14373,POPPY'S PLAYHOUSE KITCHEN,2,02/11/2023 00:00,48.51,10197,United Kingdom
C553585,ST42892,CHOCOLATE HOT WATER BOTTLE,11,12/11/2023 00:00,4.99,10555,United Kingdom
C575140,ST16572,SMALL POPCORN HOLDER,3,12/16/2023 00:00,23.69,10458,Germany
C576255,ST51946,AIRLINE BAG VINTAGE JET SET,6,10/02/2023 00:00,28.23,10541,United Kingdom
C575060,ST20658,AIRLINE BAG VINTAGE JET SET,9,08/31/2023 00:00,51.38,10200,United Kingdom
C563841,ST20230,SET OF 4 PANTRY JELLY MOULDS,10,12/31/2023 00:00,22.76,10437,France
C572356,ST72229,SET OF 4 PANTRY JELLY MOULDS,5,10/22/2023 00:00,35.72,10108,Switzerland
C541837,ST48453,LUNCH BAG SUKI DESIGN,9,04/03/2023 00:00,42.26,10199,United Kingdom
C555054,ST15198,LUNCH BAG SUKI DESIGN,79,08/25/2023 00:00,2.11,10326,United Kingdom
C558769,ST50902,PINK CHERRY LIGHTS,9,11/23/2023 00:00,37.12,10534,United Kingdom
C563509,ST31840,LOVE BUILDING BLOCK WORD,12,07/11/2023 00:00,13.39,10554,United Kingdom
C560296,ST52172,RECIPE BOX WITH METAL HEART,2,08/27/2023 00:00,40.16,10875,United Kingdom
C546217,ST55125,LUNCH BAG SUKI DESIGN,2,07/06/2023 00:00,51.23,10437,United Kingdom
C546972,ST20652,WHITE BUTTERFLY T-LIGHT HOLDER,10,07/16/2023 00:00,31.42,10837,Germany
C560446,ST15909,HAND WARMER RED POLKA DOT,10,01/30/2023 00:00,8.94,10553,United Kingdom
C553066,ST46383,SMALL POPCORN HOLDER,2,06/16/2023 00:00,23.72,10572,United Kingdom
C538925,ST83941,SMALL POPCORN HOLDER,71,07/29/2023 00:00,35.21,10955,United Kingdom
C546893,ST80612,BOX OF VINTAGE JIGSAW BLOCKS,6,04/13/2023 00:00,38.46,10798,France
C570490,ST21652,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,09/21/2023 00:00,13.13,10216,United Kingdom
C552683,ST85754,ASSORTED COLOUR BIRD ORNAMENT,5,10/25/2023 00:00,28.53,10270,United Kingdom
C569244,ST61617,PACK OF 72 RETROSPOT CAKE CASES,1,03/26/2023 00:00,51.8,10703,United Kingdom
C557459,ST21490,IVORY KNITTED MUG COZY,10,08/11/2023 00:00,25.13,10440,United Kingdom
C537758,ST10015,WHITE METAL LANTERN,9,10/18/2023 00:00,51.36,10036,United Kingdom
C549814,ST21801,POPPY'S PLAYHOUSE KITCHEN,7,01/11/2023 00:00,23.02,10041,United Kingdom
C537222,ST50427,SET OF 4 PANTRY JELLY MOULDS,7,10/15/2023 00:00,43.96,10478,United Kingdom
C574398,ST73735,RED WOOLLY HOTTIE WHITE HEART,3,11/16/2023 00:00,52.48,10711,United Kingdom
C559019,ST48666,WHITE HANGING HEART T-LIGHT HOLDER,12,07/31/2023 00:00,33.82,10797,United Kingdom
C559595,ST85221,KNITTED UNION FLAG HOT WATER BOTTLE,3,03/24/2023 00:00,8.06,10957,United Kingdom
C549559,ST30482,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,07/05/2023 00:00,54.28,10120,United Kingdom
C541151,ST25237,AIRLINE BAG VINTAGE WORLD CHAMPION,7,09/04/2023 00:00,41.21,11000,United Kingdom
C555280,ST13261,HAND WARMER RED POLKA DOT,4,03/27/2023 00:00,12.36,10385,United Kingdom
C539540,ST70419,LUNCH BAG SUKI DESIGN,25,12/09/2023 00:00,7.11,10113,United Kingdom
C556583,ST83285,SMALL POPCORN HOLDER,4,05/31/2023 00:00,16.88,10773,Portugal
C553753,ST69738,SKULL SHOULDER BAG,12,07/12/2023 00:00,18.36,10933,United Kingdom
C542601,ST51793,HAND WARMER RED POLKA DOT,48,04/14/2023 00:00,7.09,10561,United Kingdom
C551193,ST74228,HOME BUILDING BLOCK WORD,7,12/16/2023 00:00,10.22,10875,United Kingdom
C578204,ST23708,WHITE METAL LANTERN,48,02/06/2023 00:00,25.35,10294,Belgium
C561253,ST60397,HOME BUILDING BLOCK WORD,12,02/24/2023 00:00,22.96,10306,France
C574224,ST69491,VINTAGE PAISLEY STATIONERY SET,4,12/17/2023 00:00,33.86,10541,United Kingdom
C578817,ST78911,HAND WARMER RED POLKA DOT,7,04/09/2023 00:00,2.59,10691,United Kingdom
C577285,ST56635,LARGE POPCORN HOLDER,6,12/23/2023 00:00,20.69,10297,United Kingdom
C537465,ST84282,RED WOOLLY HOTTIE WHITE HEART,11,12/08/2023 00:00,33.35,10672,United Kingdom
C553571,ST35076,AIRLINE BAG VINTAGE WORLD CHAMPION,6,02/11/2023 00:00,7.85,10829,Germany
C574159,ST85020,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,06/22/2023 00:00,5.4,10907,United Kingdom
C554163,ST91730,SKULL SHOULDER BAG,1,07/06/2023 00:00,19.08,10397,United Kingdom
C553154,ST44051,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,05/29/2023 00:00,31.59,10881,Germany
C540973,ST76110,WHITE HANGING HEART T-LIGHT HOLDER,11,03/17/2023 00:00,42.07,10321,France
C567581,ST93252,WHITE HANGING HEART T-LIGHT HOLDER,2,12/08/2023 00:00,14.22,10559,United Kingdom
C555241,ST10806,HAND WARMER RED POLKA DOT,2,01/12/2023 00:00,44.41,10440,United Kingdom
C563054,ST20598,GLASS HANGING T-LIGHT HOLDER,8,05/27/2023 00:00,20.0,10035,United Kingdom
C570854,ST55488,LOVE BUILDING BLOCK WORD,6,01/31/2023 00:00,17.07,10042,Spain
C564771,ST90914,MASON JAR CANDLE HOLDER,3,06/19/2023 00:00,10.75,10694,EIRE
C557483,ST12318,HOME BUILDING BLOCK WORD,2,11/26/2023 00:00,25.76,10057,United Kingdom
C568993,ST94492,IVORY KNITTED MUG COZY,3,07/15/2023 00:00,34.43,10356,United Kingdom
C538524,ST77679,LUNCH BAG PINK POLKADOT,68,10/21/2023 00:00,14.45,10422,Spain
C545652,ST34629,BOX OF VINTAGE JIGSAW BLOCKS,9,09/10/2023 00:00,53.01,10662,United Kingdom
C577830,ST20829,SKULL SHOULDER BAG,11,10/15/2023 00:00,48.79,10970,United Kingdom
C578024,ST15219,HAND WARMER RED POLKA DOT,8,07/06/2023 00:00,27.01,10474,Germany
C549169,ST70574,WHITE HANGING HEART T-LIGHT HOLDER,8,09/24/2023 00:00,22.01,10314,United Kingdom
C547512,ST50235,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,05/08/2023 00:00,9.39,10897,United Kingdom
C551715,ST31140,ASSORTED COLOUR BIRD ORNAMENT,7,10/13/2023 00:00,42.14,10222,EIRE
C558470,ST37644,KNITTED UNION FLAG HOT WATER BOTTLE,4,03/07/2023 00:00,17.32,10887,Germany
C580939,ST19346,HAND WARMER RED POLKA DOT,49,05/01/2023 00:00,47.25,10467,United Kingdom
C553182,ST17365,PARTY BUNTING,1,07/30/2023 00:00,14.33,10267,United Kingdom
C557777,ST31685,LOVE BUILDING BLOCK WORD,30,11/05/2023 00:00,30.17,10814,United Kingdom
C574691,ST25849,SET OF 3 CAKE TINS PANTRY DESIGN,1,04/19/2023 00:00,44.93,10064,United Kingdom
C554469,ST15665,HOME BUILDING BLOCK WORD,1,01/11/2023 00:00,20.54,10709,United Kingdom
C539864,ST15377,AIRLINE BAG VINTAGE WORLD CHAMPION,4,10/04/2023 00:00,45.25,10598,Germany
C563161,ST62976,WHITE METAL LANTERN,9,10/24/2023 00:00,50.83,10680,United Kingdom
C580074,ST49738,MASON JAR CANDLE HOLDER,6,05/30/2023 00:00,29.08,10516,United Kingdom
C559403,ST56093,POPPY'S PLAYHOUSE BEDROOM,76,03/25/2023 00:00,21.98,10160,United Kingdom
C560365,ST28552,PARTY BUNTING,57,06/21/2023 00:00,17.73,10479,Norway
C568756,ST29192,SET OF 3 CAKE TINS PANTRY DESIGN,2,03/31/2023 00:00,33.5,10596,United Kingdom
C544916,ST28037,LARGE POPCORN HOLDER,59,07/04/2023 00:00,33.87,10824,United Kingdom
C547708,ST56569,SET 7 BABUSHKA NESTING BOXES,1,04/06/2023 00:00,34.05,10879,United Kingdom
C569736,ST19924,GLASS STAR FROSTED T-LIGHT HOLDER,97,04/08/2023 00:00,30.5,10179,United Kingdom
C548268,ST51696,WHITE METAL LANTERN,12,05/28/2023 00:00,12.89,10706,United Kingdom
C565817,ST47997,SAVE THE WHALE COTTON BAG,3,09/13/2023 00:00,14.57,10468,United Kingdom
C570269,ST40020,WHITE BUTTERFLY T-LIGHT HOLDER,4,05/06/2023 00:00,21.16,10604,United Kingdom
C558511,ST36227,PACK OF 72 RETROSPOT CAKE CASES,4,09/09/2023 00:00,40.45,10070,United Kingdom
C568026,ST66941,LUNCH BAG PINK POLKADOT,4,06/02/2023 00:00,4.23,10647,United Kingdom
C559698,ST49324,SET OF 4 PANTRY JELLY MOULDS,7,10/02/2023 00:00,54.53,10328,United Kingdom
C561817,ST93463,SAVE THE WHALE COTTON BAG,2,11/19/2023 00:00,19.55,10946,United Kingdom
C573719,ST74437,SET OF 3 CAKE TINS PANTRY DESIGN,1,10/11/2023 00:00,35.52,10902,United Kingdom
C557382,ST98657,MASON JAR CANDLE HOLDER,54,09/19/2023 00:00,37.09,10772,United Kingdom
C556809,ST36138,PACK OF 72 RETROSPOT CAKE CASES,92,11/25/2023 00:00,29.23,10711,United Kingdom
C567000,ST13091,LARGE POPCORN HOLDER,1,09/30/2023 00:00,25.76,10419,United Kingdom
C541514,ST56275,GLASS STAR FROSTED T-LIGHT HOLDER,64,07/22/2023 00:00,52.17,10325,United Kingdom
C539207,ST26072,SET OF 3 CAKE TINS PANTRY DESIGN,96,02/19/2023 00:00,34.73,10373,United Kingdom
C562672,ST82719,AIRLINE BAG VINTAGE JET SET,33,09/24/2023 00:00,5.53,10576,United Kingdom
C538168,ST26524,RED WOOLLY HOTTIE WHITE HEART,12,11/08/2023 00:00,28.08,10541,Switzerland
C536878,ST94113,SET 7 BABUSHKA NESTING BOXES,7,08/22/2023 00:00,28.3,10607,EIRE
C562969,ST61163,POPPY'S PLAYHOUSE KITCHEN,5,07/02/2023 00:00,10.93,10120,United Kingdom
C578242,ST73105,RED WOOLLY HOTTIE WHITE HEART,7,07/11/2023 00:00,34.69,10050,United Kingdom
C537053,ST63144,PINK CHERRY LIGHTS,6,11/09/2023 00:00,42.21,10428,United Kingdom
C544581,ST20952,RED WOOLLY HOTTIE WHITE HEART,5,10/10/2023 00:00,39.31,10898,United Kingdom
C544949,ST72107,BOX OF VINTAGE JIGSAW BLOCKS,12,01/01/2023 00:00,6.56,10596,United Kingdom
C544622,ST28361,PINK CHERRY LIGHTS,66,05/07/2023 00:00,34.61,10801,United Kingdom
C552099,ST76678,CREAM CUPID HEARTS COAT HANGER,45,04/03/2023 00:00,47.45,10124,United Kingdom
C578079,ST36784,KNITTED UNION FLAG HOT WATER BOTTLE,12,10/16/2023 00:00,14.46,10628,Spain
C565388,ST94676,HAND WARMER RED POLKA DOT,2,02/11/2023 00:00,40.77,10994,United Kingdom
C562258,ST78815,IVORY KNITTED MUG COZY,2,05/24/2023 00:00,43.65,10670,France
C566176,ST80062,WHITE METAL LANTERN,10,07/17/2023 00:00,29.95,10709,France
C559290,ST57398,WHITE METAL LANTERN,5,04/18/2023 00:00,50.78,10963,United Kingdom
C543524,ST48312,VINTAGE PAISLEY STATIONERY SET,2,04/08/2023 00:00,8.9,10635,United Kingdom
C536598,ST23543,SKULL SHOULDER BAG,4,08/15/2023 00:00,14.71,10924,United Kingdom
C579047,ST68927,WHITE METAL LANTERN,55,07/03/2023 00:00,38.35,10242,United Kingdom
C553021,ST60408,LUNCH BAG SUKI DESIGN,9,07/30/2023 00:00,46.13,10920,United Kingdom
C577648,ST24502,AIRLINE BAG VINTAGE WORLD CHAMPION,7,03/08/2023 00:00,30.54,10709,United Kingdom
C555736,ST46890,PINK CHERRY LIGHTS,49,02/15/2023 00:00,41.66,10195,United Kingdom
C536911,ST67755,LUNCH BAG PINK POLKADOT,22,11/29/2023 00:00,45.17,10567,Switzerland
C552762,ST80214,BLUE CHERRY LIGHTS,9,09/30/2023 00:00,15.85,10783,United Kingdom
C547950,ST59657,HAND WARMER RED POLKA DOT,12,01/28/2023 00:00,27.03,10309,Italy
C544860,ST66856,GLASS STAR FROSTED T-LIGHT HOLDER,1,01/03/2023 00:00,23.79,10703,United Kingdom
C544655,ST47188,PINK CHERRY LIGHTS,10,09/06/2023 00:00,11.24,10896,Germany
C559360,ST67678,HAND WARMER UNION JACK,10,05/19/2023 00:00,2.92,10261,United Kingdom
C578352,ST82964,ASSORTED COLOUR BIRD ORNAMENT,1,06/02/2023 00:00,46.92,10501,United Kingdom
C563620,ST74219,IVORY KNITTED MUG COZY,5,01/08/2023 00:00,11.67,10197,EIRE
C581119,ST55332,MASON JAR CANDLE HOLDER,6,01/10/2023 00:00,24.91,10106,United Kingdom
C551377,ST43828,LUNCH BAG PINK POLKADOT,63,04/05/2023 00:00,12.26,10277,United Kingdom
C544593,ST76806,RECIPE BOX WITH METAL HEART,73,08/22/2023 00:00,29.02,10580,United Kingdom
C578970,ST38986,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,11/30/2023 00:00,46.81,10860,United Kingdom
C548439,ST61844,POPPY'S PLAYHOUSE BEDROOM,8,01/14/2023 00:00,15.01,10345,United Kingdom
C536845,ST24507,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,10/24/2023 00:00,27.5,10656,Germany
C536988,ST74365,PINK CHERRY LIGHTS,8,09/02/2023 00:00,48.49,10225,United Kingdom
C545565,ST92129,POPPY'S PLAYHOUSE KITCHEN,2,06/21/2023 00:00,46.84,10746,United Kingdom
C539323,ST38153,CREAM CUPID HEARTS COAT HANGER,1,03/24/2023 00:00,35.18,10684,Spain
C545072,ST72727,KNITTED UNION FLAG HOT WATER BOTTLE,11,05/24/2023 00:00,45.66,10678,United Kingdom
C572607,ST14309,RECIPE BOX WITH METAL HEART,4,04/18/2023 00:00,20.29,10656,United Kingdom
C544574,ST81177,GLASS STAR FROSTED T-LIGHT HOLDER,12,01/28/2023 00:00,23.13,10813,Germany
C561110,ST63359,LARGE POPCORN HOLDER,11,07/26/2023 00:00,41.76,10204,United Kingdom
C569641,ST89397,WHITE BUTTERFLY T-LIGHT HOLDER,5,06/23/2023 00:00,34.22,10893,United Kingdom
C571885,ST94315,CHOCOLATE HOT WATER BOTTLE,34,09/03/2023 00:00,46.32,10591,United Kingdom
C555616,ST88180,CHOCOLATE HOT WATER BOTTLE,4,06/08/2023 00:00,38.55,10918,United Kingdom
C568957,ST30468,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,09/12/2023 00:00,32.34,10400,United Kingdom
C542180,ST24258,SET OF 4 PANTRY JELLY MOULDS,9,04/18/2023 00:00,36.45,10555,United Kingdom
C562582,ST77128,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,08/03/2023 00:00,10.86,10408,Germany
C575897,ST59692,SET 7 BABUSHKA NESTING BOXES,5,01/18/2023 00:00,40.47,10830,United Kingdom
C555719,ST56692,AIRLINE BAG VINTAGE JET SET,8,03/30/2023 00:00,1.16,10523,United Kingdom
C580068,ST44164,SKULL SHOULDER BAG,11,05/13/2023 00:00,51.32,10694,Channel Islands
C564455,ST22535,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,8,01/17/2023 00:00,22.33,10906,United Kingdom
C567984,ST12301,PACK OF 72 RETROSPOT CAKE CASES,55,08/06/2023 00:00,53.71,10186,EIRE
C551152,ST57932,BLUE CHERRY LIGHTS,9,07/02/2023 00:00,14.29,10470,United Kingdom
C573410,ST65306,IVORY KNITTED MUG COZY,11,03/26/2023 00:00,33.37,10424,Germany
C543481,ST38004,PINK CHERRY LIGHTS,3,06/19/2023 00:00,9.24,10867,United Kingdom
C575288,ST65955,RECIPE BOX WITH METAL HEART,1,01/27/2023 00:00,19.38,10867,United Kingdom
C560222,ST81850,PARTY BUNTING,5,07/29/2023 00:00,31.42,10459,United Kingdom
C551447,ST86022,RECIPE BOX WITH METAL HEART,5,04/22/2023 00:00,21.53,10700,United Kingdom
C574470,ST31627,IVORY KNITTED MUG COZY,3,07/16/2023 00:00,20.97,10864,EIRE
C542979,ST37944,LOVE BUILDING BLOCK WORD,4,11/11/2023 00:00,50.98,10869,United Kingdom
C578253,ST21015,POPPY'S PLAYHOUSE KITCHEN,9,06/23/2023 00:00,51.45,10772,United Kingdom
C561975,ST44550,SET OF 4 PANTRY JELLY MOULDS,12,02/11/2023 00:00,15.14,10779,Germany
C570717,ST10425,PARTY BUNTING,77,08/18/2023 00:00,11.65,10798,United Kingdom
C571223,ST42901,SET 7 BABUSHKA NESTING BOXES,71,02/02/2023 00:00,34.27,10469,United Kingdom
C579826,ST75287,VINTAGE PAISLEY STATIONERY SET,70,02/28/2023 00:00,41.62,10858,United Kingdom
C541746,ST24929,SET OF 4 PANTRY JELLY MOULDS,8,12/09/2023 00:00,38.03,10965,United Kingdom
C573818,ST12746,VINTAGE PAISLEY STATIONERY SET,5,04/27/2023 00:00,52.42,10352,United Kingdom
C541427,ST88849,SKULL SHOULDER BAG,10,05/20/2023 00:00,32.42,10360,Channel Islands
C557230,ST61180,HAND WARMER UNION JACK,81,11/21/2023 00:00,16.48,10548,United Kingdom
C544952,ST56907,ASSORTED COLOUR BIRD ORNAMENT,59,06/09/2023 00:00,2.39,10082,United Kingdom
C547272,ST38660,MASON JAR CANDLE HOLDER,9,03/27/2023 00:00,31.48,10084,Spain
C538328,ST69361,VINTAGE PAISLEY STATIONERY SET,12,08/24/2023 00:00,13.62,10666,United Kingdom
C551030,ST50814,SET 7 BABUSHKA NESTING BOXES,2,05/22/2023 00:00,2.86,10700,United Kingdom
C548124,ST29752,BOX OF VINTAGE ALPHABET BLOCKS,2,10/26/2023 00:00,48.99,10662,United Kingdom
C559877,ST93848,BOX OF VINTAGE ALPHABET BLOCKS,10,11/17/2023 00:00,31.98,10556,United Kingdom
C562602,ST19344,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,04/02/2023 00:00,3.7,10469,United Kingdom
C564861,ST98603,PARTY BUNTING,1,10/11/2023 00:00,15.39,10009,United Kingdom
C574254,ST37908,BLUE CHERRY LIGHTS,77,03/08/2023 00:00,33.27,10793,United Kingdom
C580323,ST95606,CREAM CUPID HEARTS COAT HANGER,69,05/23/2023 00:00,15.52,10330,Germany
C550928,ST79834,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,03/23/2023 00:00,16.01,10541,United Kingdom
C562474,ST64876,SAVE THE WHALE COTTON BAG,9,09/06/2023 00:00,39.73,10515,Switzerland
C554876,ST46925,RED WOOLLY HOTTIE WHITE HEART,30,09/23/2023 00:00,8.9,10290,United Kingdom
C538654,ST75503,BLUE CHERRY LIGHTS,11,07/14/2023 00:00,11.91,10584,United Kingdom
C562046,ST61295,ASSORTED COLOUR BIRD ORNAMENT,4,12/28/2023 00:00,18.94,10044,United Kingdom
C550110,ST77930,WHITE BUTTERFLY T-LIGHT HOLDER,4,12/31/2023 00:00,46.67,10277,Belgium
C567444,ST66682,KNITTED UNION FLAG HOT WATER BOTTLE,8,10/01/2023 00:00,6.41,10815,United Kingdom
C569585,ST76030,HOME BUILDING BLOCK WORD,6,11/14/2023 00:00,50.47,10166,United Kingdom
C539820,ST59197,SKULL SHOULDER BAG,7,01/23/2023 00:00,7.23,10505,EIRE
C554685,ST92592,SET OF 4 PANTRY JELLY MOULDS,9,11/09/2023 00:00,47.97,10588,United Kingdom
C539257,ST82600,HAND WARMER UNION JACK,7,07/27/2023 00:00,28.09,10361,Spain
C566152,ST27974,LUNCH BAG RED RETROSPOT,6,07/31/2023 00:00,13.35,10941,United Kingdom
C565890,ST39747,PINK CHERRY LIGHTS,10,11/13/2023 00:00,12.18,10315,Germany
C541334,ST12830,SAVE THE WHALE COTTON BAG,4,07/20/2023 00:00,7.67,10657,Belgium
C581446,ST67459,SMALL POPCORN HOLDER,100,10/05/2023 00:00,20.95,10254,United Kingdom
C555068,ST80131,HAND WARMER RED POLKA DOT,44,11/25/2023 00:00,47.69,10901,United Kingdom
C570737,ST19539,WHITE HANGING HEART T-LIGHT HOLDER,8,08/19/2023 00:00,5.16,10205,United Kingdom
C557463,ST62854,GLASS HANGING T-LIGHT HOLDER,22,08/10/2023 00:00,25.55,10564,Belgium
C545971,ST52804,CREAM CUPID HEARTS COAT HANGER,7,03/01/2023 00:00,19.14,10802,United Kingdom
C564814,ST37493,WHITE BUTTERFLY T-LIGHT HOLDER,7,06/12/2023 00:00,41.42,10387,United Kingdom
C572533,ST96464,HAND WARMER UNION JACK,10,04/10/2023 00:00,8.59,10401,United Kingdom
C547898,ST33996,IVORY KNITTED MUG COZY,56,03/13/2023 00:00,53.27,10831,United Kingdom
C551497,ST34377,SET OF 3 CAKE TINS PANTRY DESIGN,10,01/30/2023 00:00,30.58,10100,United Kingdom
C556172,ST75324,GLASS HANGING T-LIGHT HOLDER,12,01/16/2023 00:00,40.77,10926,United Kingdom
C542428,ST84563,POPPY'S PLAYHOUSE BEDROOM,6,01/24/2023 00:00,42.66,10741,United Kingdom
C568760,ST10896,PACK OF 72 RETROSPOT CAKE CASES,12,04/22/2023 00:00,19.64,10832,United Kingdom
C575709,ST91145,HAND WARMER RED POLKA DOT,11,04/02/2023 00:00,34.48,10083,United Kingdom
C540816,ST52087,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,01/13/2023 00:00,41.15,10159,United Kingdom
C553871,ST71931,WHITE HANGING HEART T-LIGHT HOLDER,6,08/31/2023 00:00,3.52,10905,France
C575812,ST89165,PACK OF 72 RETROSPOT CAKE CASES,2,06/01/2023 00:00,54.02,10723,EIRE
C545179,ST50913,FELTCRAFT PRINCESS CHARLOTTE DOLL,72,10/03/2023 00:00,32.25,10160,United Kingdom
C572149,ST41271,ASSORTED COLOUR BIRD ORNAMENT,9,05/03/2023 00:00,12.99,10639,United Kingdom
C581434,ST83673,WHITE METAL LANTERN,4,01/08/2023 00:00,51.73,10562,United Kingdom
C564788,ST63029,LUNCH BAG PINK POLKADOT,4,05/01/2023 00:00,51.98,10203,United Kingdom
C540458,ST47820,LOVE BUILDING BLOCK WORD,7,06/03/2023 00:00,4.99,10072,United Kingdom
C563929,ST76207,SET 7 BABUSHKA NESTING BOXES,60,07/06/2023 00:00,29.87,10907,United Kingdom
C541264,ST96699,WHITE HANGING HEART T-LIGHT HOLDER,10,11/27/2023 00:00,33.47,10114,United Kingdom
C574277,ST91320,POPPY'S PLAYHOUSE BEDROOM,4,03/19/2023 00:00,4.29,10920,Netherlands
C574338,ST37570,PINK CHERRY LIGHTS,9,09/16/2023 00:00,54.46,10503,United Kingdom
C546011,ST83340,CREAM CUPID HEARTS COAT HANGER,1,11/29/2023 00:00,54.77,10660,United Kingdom
C581481,ST29388,RED WOOLLY HOTTIE WHITE HEART,81,09/23/2023 00:00,9.42,10614,United Kingdom
C579219,ST41065,SET OF 3 CAKE TINS PANTRY DESIGN,12,03/14/2023 00:00,24.67,10745,Belgium
C542305,ST10771,SAVE THE WHALE COTTON BAG,59,01/18/2023 00:00,15.33,10821,United Kingdom
C549698,ST54471,RECIPE BOX WITH METAL HEART,5,10/02/2023 00:00,14.41,10522,United Kingdom
C555474,ST75002,HAND WARMER RED POLKA DOT,5,09/06/2023 00:00,5.84,10255,United Kingdom
C572339,ST38199,BOX OF VINTAGE ALPHABET BLOCKS,8,06/19/2023 00:00,3.2,10514,United Kingdom
C569584,ST59045,PACK OF 72 RETROSPOT CAKE CASES,1,03/08/2023 00:00,33.5,10598,United Kingdom
C575501,ST87694,SET 7 BABUSHKA NESTING BOXES,11,02/05/2023 00:00,13.85,10450,United Kingdom
C547831,ST29992,BOX OF VINTAGE JIGSAW BLOCKS,31,10/23/2023 00:00,2.37,10456,United Kingdom
C545824,ST36653,BLUE CHERRY LIGHTS,10,06/04/2023 00:00,38.04,10871,United Kingdom
C561042,ST18681,POPPY'S PLAYHOUSE KITCHEN,9,01/29/2023 00:00,16.74,10109,United Kingdom
C567071,ST90082,LUNCH BAG PINK POLKADOT,11,10/08/2023 00:00,50.72,10969,France
C581570,ST34506,LUNCH BAG SUKI DESIGN,88,02/14/2023 00:00,24.56,10425,United Kingdom
C544579,ST81574,WHITE METAL LANTERN,10,08/02/2023 00:00,27.51,10577,Germany
C540169,ST13808,SET 7 BABUSHKA NESTING BOXES,5,02/15/2023 00:00,4.28,10644,United Kingdom
C558915,ST55157,AIRLINE BAG VINTAGE WORLD CHAMPION,4,03/18/2023 00:00,3.41,10540,United Kingdom
C567740,ST51940,LARGE POPCORN HOLDER,6,03/01/2023 00:00,49.37,10100,United Kingdom
C569461,ST64597,SET OF 4 PANTRY JELLY MOULDS,1,03/19/2023 00:00,17.64,10909,United Kingdom
C560265,ST15646,HOME BUILDING BLOCK WORD,1,01/13/2023 00:00,21.07,10965,EIRE
C578518,ST72223,AIRLINE BAG VINTAGE WORLD CHAMPION,11,06/03/2023 00:00,54.99,10519,Norway
C553355,ST12864,HAND WARMER RED POLKA DOT,56,01/08/2023 00:00,26.81,10767,United Kingdom
C565201,ST26630,VINTAGE PAISLEY STATIONERY SET,8,09/26/2023 00:00,18.8,10912,United Kingdom
C546920,ST48739,POPPY'S PLAYHOUSE KITCHEN,86,04/25/2023 00:00,48.1,10396,United Kingdom
C551485,ST32938,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,04/30/2023 00:00,3.8,10119,United Kingdom
