InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,TotalAmount,Year,Month,Day,DayOfWeek
C549758,ST76151,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2023-06-20,2.71,10216,France,21.68,21.68,2023,6,20,Tuesday
C575983,ST79866,SMALL POPCORN HOLDER,7,2023-10-31,28.01,10794,United Kingdom,196.07,196.07000000000002,2023,10,31,Tuesday
C553966,ST18785,IVORY KNITTED MUG COZY,7,2023-10-04,9.6,10378,France,67.2,67.2,2023,10,4,Wednesday
C580355,ST90707,SMALL POPCORN HOLDER,2,2023-12-31,17.35,10061,EIRE,34.7,34.7,2023,12,31,Sunday
C549914,ST48034,SAVE THE WHALE COTTON BAG,66,2023-08-25,37.91,10260,United Kingdom,2502.06,2502.06,2023,8,25,Friday
C541488,ST96902,WHITE METAL LANTERN,8,2023-04-13,27.67,10768,United Kingdom,221.36,221.36,2023,4,13,Thursday
C580950,ST85139,KNITTED UNION FLAG HOT WATER BOTTLE,38,2023-04-15,25.81,10047,United Kingdom,980.78,980.78,2023,4,15,Saturday
C572883,ST81828,PACK OF 72 RETROSPOT CAKE CASES,10,2023-01-22,42.18,10425,United Kingdom,421.8,421.8,2023,1,22,Sunday
C565945,ST49242,AIRLINE BAG VINTAGE JET SET,6,2023-11-09,47.83,10393,United Kingdom,286.98,286.98,2023,11,9,Thursday
C546923,ST53702,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2023-05-11,15.82,10209,United Kingdom,158.2,158.2,2023,5,11,Thursday
C547428,ST65608,BLUE CHERRY LIGHTS,9,2023-02-21,24.31,10172,United Kingdom,218.79,218.79,2023,2,21,Tuesday
C536685,ST99407,SAVE THE WHALE COTTON BAG,33,2023-11-26,30.72,10143,United Kingdom,1013.76,1013.76,2023,11,26,Sunday
C543169,ST11869,LOVE BUILDING BLOCK WORD,1,2023-06-04,31.08,10128,United Kingdom,31.08,31.08,2023,6,4,Sunday
C552233,ST88827,HOME BUILDING BLOCK WORD,5,2023-02-10,39.58,10682,Germany,197.9,197.89999999999998,2023,2,10,Friday
C550728,ST63992,LARGE POPCORN HOLDER,3,2023-07-25,10.15,10705,United Kingdom,30.450000000000003,30.450000000000003,2023,7,25,Tuesday
C545255,ST85352,CHOCOLATE HOT WATER BOTTLE,12,2023-08-20,12.72,10311,United Kingdom,152.64,152.64000000000001,2023,8,20,Sunday
C555067,ST47910,PINK CHERRY LIGHTS,12,2023-04-02,22.39,10758,Belgium,268.68,268.68,2023,4,2,Sunday
C538079,ST92457,GLASS HANGING T-LIGHT HOLDER,78,2023-05-10,16.18,10130,United Kingdom,1262.04,1262.04,2023,5,10,Wednesday
C560443,ST54226,BOX OF VINTAGE JIGSAW BLOCKS,71,2023-03-12,29.44,10284,United Kingdom,2090.24,2090.2400000000002,2023,3,12,Sunday
C548537,ST33190,LUNCH BAG RED RETROSPOT,7,2023-11-17,28.09,10770,Germany,196.63,196.63,2023,11,17,Friday
C542780,ST50194,VINTAGE PAISLEY STATIONERY SET,2,2023-10-19,9.81,10020,United Kingdom,19.62,19.62,2023,10,19,Thursday
C561911,ST80372,HAND WARMER UNION JACK,40,2023-07-16,43.05,10803,United Kingdom,1722.0,1722.0,2023,7,16,Sunday
C568360,ST71347,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-11-06,42.1,10041,United Kingdom,421.0,421.0,2023,11,6,Monday
C537368,ST23305,AIRLINE BAG VINTAGE JET SET,4,2023-12-28,20.23,10602,EIRE,80.92,80.92,2023,12,28,Thursday
C557215,ST37947,SAVE THE WHALE COTTON BAG,8,2023-12-18,19.35,10851,United Kingdom,154.8,154.8,2023,12,18,Monday
C565191,ST41358,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-03-02,49.33,10242,United Kingdom,295.98,295.98,2023,3,2,Thursday
C567426,ST94825,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-03,17.55,10511,United Kingdom,17.55,17.55,2023,11,3,Friday
C567730,ST35993,BLUE CHERRY LIGHTS,3,2023-08-28,42.47,10242,United Kingdom,127.41,127.41,2023,8,28,Monday
C568631,ST41473,HAND WARMER RED POLKA DOT,2,2023-02-14,18.36,10479,Germany,36.72,36.72,2023,2,14,Tuesday
C536849,ST60174,FELTCRAFT PRINCESS CHARLOTTE DOLL,43,2023-01-13,19.08,10233,United Kingdom,820.4399999999999,820.4399999999999,2023,1,13,Friday
C554165,ST40918,LUNCH BAG RED RETROSPOT,2,2023-08-01,11.18,10590,United Kingdom,22.36,22.36,2023,8,1,Tuesday
C559747,ST48099,SET 7 BABUSHKA NESTING BOXES,9,2023-02-21,13.13,10072,United Kingdom,118.17,118.17,2023,2,21,Tuesday
C556100,ST21391,POPPY'S PLAYHOUSE KITCHEN,11,2023-12-21,24.26,10553,Spain,266.86,266.86,2023,12,21,Thursday
C550276,ST37046,WHITE METAL LANTERN,10,2023-06-04,2.44,10377,United Kingdom,24.4,24.4,2023,6,4,Sunday
C556758,ST59935,SKULL SHOULDER BAG,2,2023-12-01,20.12,10658,EIRE,40.24,40.24,2023,12,1,Friday
C549209,ST50124,WHITE BUTTERFLY T-LIGHT HOLDER,2,2023-06-25,12.07,10656,France,24.14,24.14,2023,6,25,Sunday
C549193,ST34084,PINK CHERRY LIGHTS,5,2023-12-28,18.44,10429,United Kingdom,92.2,92.2,2023,12,28,Thursday
C545256,ST50474,IVORY KNITTED MUG COZY,6,2023-11-24,38.05,10528,United Kingdom,228.3,228.29999999999998,2023,11,24,Friday
C557401,ST90260,POPPY'S PLAYHOUSE BEDROOM,96,2023-12-04,25.05,10524,United Kingdom,2404.8,2404.8,2023,12,4,Monday
C553119,ST69778,AIRLINE BAG VINTAGE JET SET,65,2023-04-19,53.57,10582,France,3482.05,3482.05,2023,4,19,Wednesday
C552087,ST75037,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-10-09,37.08,10323,United Kingdom,74.16,74.16,2023,10,9,Monday
C561764,ST28830,LOVE BUILDING BLOCK WORD,7,2023-12-16,16.47,10001,United Kingdom,115.29,115.28999999999999,2023,12,16,Saturday
C578351,ST44247,RED WOOLLY HOTTIE WHITE HEART,1,2023-12-21,9.27,10201,France,9.27,9.27,2023,12,21,Thursday
C549758,ST11905,WHITE HANGING HEART T-LIGHT HOLDER,77,2023-09-15,49.04,10472,United Kingdom,3776.08,3776.08,2023,9,15,Friday
C549264,ST95293,ASSORTED COLOUR BIRD ORNAMENT,1,2023-07-24,52.76,10110,United Kingdom,52.76,52.76,2023,7,24,Monday
C543903,ST26432,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-10-20,37.44,10276,United Kingdom,37.44,37.44,2023,10,20,Friday
C577556,ST31906,SMALL POPCORN HOLDER,7,2023-11-06,51.44,10390,United Kingdom,360.08,360.08,2023,11,6,Monday
C541223,ST44275,POPPY'S PLAYHOUSE BEDROOM,71,2023-03-20,52.14,10476,France,3701.94,3701.94,2023,3,20,Monday
C555036,ST73053,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-06-10,28.45,10701,United Kingdom,199.15,199.15,2023,6,10,Saturday
C567741,ST34368,RECIPE BOX WITH METAL HEART,11,2023-08-10,47.18,10626,United Kingdom,518.98,518.98,2023,8,10,Thursday
C570038,ST21664,LARGE POPCORN HOLDER,1,2023-11-02,49.17,10396,EIRE,49.17,49.17,2023,11,2,Thursday
C549873,ST82109,BOX OF 6 ASSORTED COLOUR TEASPOONS,10,2023-04-30,42.81,10708,United Kingdom,428.1,428.1,2023,4,30,Sunday
C542566,ST97331,LUNCH BAG RED RETROSPOT,11,2023-03-11,52.29,10972,Italy,575.1899999999999,575.1899999999999,2023,3,11,Saturday
C544270,ST89025,AIRLINE BAG VINTAGE JET SET,2,2023-09-05,16.91,10882,Italy,33.82,33.82,2023,9,5,Tuesday
C542526,ST56489,GLASS HANGING T-LIGHT HOLDER,5,2023-11-16,40.64,10290,United Kingdom,203.2,203.2,2023,11,16,Thursday
C563615,ST52766,CREAM CUPID HEARTS COAT HANGER,9,2023-03-05,16.18,10433,United Kingdom,145.62,145.62,2023,3,5,Sunday
C546210,ST34107,SMALL POPCORN HOLDER,7,2023-12-20,28.76,10999,Germany,201.32,201.32000000000002,2023,12,20,Wednesday
C569246,ST50219,LUNCH BAG PINK POLKADOT,12,2023-03-22,22.73,10861,United Kingdom,272.76,272.76,2023,3,22,Wednesday
C537071,ST58314,SKULL SHOULDER BAG,68,2023-02-13,4.64,10798,United Kingdom,315.52,315.52,2023,2,13,Monday
C577039,ST69217,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2023-03-28,52.46,10630,Germany,314.76,314.76,2023,3,28,Tuesday
C539377,ST11957,VINTAGE PAISLEY STATIONERY SET,1,2023-11-03,23.79,10541,United Kingdom,23.79,23.79,2023,11,3,Friday
C550951,ST19331,LOVE BUILDING BLOCK WORD,8,2023-01-29,40.74,10196,Spain,325.92,325.92,2023,1,29,Sunday
C539593,ST95193,HAND WARMER RED POLKA DOT,1,2023-04-05,45.87,10081,United Kingdom,45.87,45.87,2023,4,5,Wednesday
C570978,ST53326,PACK OF 72 RETROSPOT CAKE CASES,66,2023-04-30,35.42,10143,United Kingdom,2337.7200000000003,2337.7200000000003,2023,4,30,Sunday
C581392,ST14612,HAND WARMER RED POLKA DOT,3,2023-02-19,54.0,10720,United Kingdom,162.0,162.0,2023,2,19,Sunday
C546009,ST82541,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-03-20,13.98,10476,Portugal,55.92,55.92,2023,3,20,Monday
C551065,ST23836,SKULL SHOULDER BAG,11,2023-04-24,20.31,10154,United Kingdom,223.41,223.41,2023,4,24,Monday
C552165,ST71550,PACK OF 72 RETROSPOT CAKE CASES,10,2023-03-03,32.4,10716,France,324.0,324.0,2023,3,3,Friday
C571824,ST71312,LUNCH BAG PINK POLKADOT,8,2023-05-05,30.7,10942,United Kingdom,245.6,245.6,2023,5,5,Friday
C571325,ST48410,POPPY'S PLAYHOUSE KITCHEN,1,2023-08-13,35.23,10400,United Kingdom,35.23,35.23,2023,8,13,Sunday
C575238,ST49923,WHITE BUTTERFLY T-LIGHT HOLDER,72,2023-03-08,18.67,10187,United Kingdom,1344.2400000000002,1344.2400000000002,2023,3,8,Wednesday
C553418,ST13098,SET OF 4 PANTRY JELLY MOULDS,8,2023-12-18,15.51,10262,United Kingdom,124.08,124.08,2023,12,18,Monday
C546537,ST98636,WHITE METAL LANTERN,2,2023-07-26,17.61,10920,United Kingdom,35.22,35.22,2023,7,26,Wednesday
C565138,ST18251,ASSORTED COLOUR BIRD ORNAMENT,10,2023-12-26,28.68,10518,United Kingdom,286.8,286.8,2023,12,26,Tuesday
C536673,ST25681,MASON JAR CANDLE HOLDER,11,2023-01-06,12.68,10214,Switzerland,139.48,139.48,2023,1,6,Friday
C574323,ST92965,VINTAGE PAISLEY STATIONERY SET,2,2023-02-13,38.8,10297,United Kingdom,77.6,77.6,2023,2,13,Monday
C563248,ST10170,BOX OF VINTAGE JIGSAW BLOCKS,22,2023-10-30,34.73,10449,Portugal,764.06,764.06,2023,10,30,Monday
C573816,ST32388,PINK CHERRY LIGHTS,5,2023-05-24,16.17,10466,United Kingdom,80.85000000000001,80.85000000000001,2023,5,24,Wednesday
C575070,ST28623,POPPY'S PLAYHOUSE KITCHEN,11,2023-02-19,53.09,10452,United Kingdom,583.99,583.99,2023,2,19,Sunday
C554778,ST63655,BOX OF VINTAGE ALPHABET BLOCKS,2,2023-09-24,43.96,10724,United Kingdom,87.92,87.92,2023,9,24,Sunday
C561122,ST33445,AIRLINE BAG VINTAGE WORLD CHAMPION,11,2023-12-12,52.92,10089,United Kingdom,582.12,582.12,2023,12,12,Tuesday
C570419,ST95823,MASON JAR CANDLE HOLDER,2,2023-01-30,51.99,10280,United Kingdom,103.98,103.98,2023,1,30,Monday
C551611,ST11828,HAND WARMER RED POLKA DOT,2,2023-08-08,11.45,10668,United Kingdom,22.9,22.9,2023,8,8,Tuesday
C568004,ST30805,LOVE BUILDING BLOCK WORD,4,2023-06-13,26.62,10922,United Kingdom,106.48,106.48,2023,6,13,Tuesday
C558293,ST57202,AIRLINE BAG VINTAGE JET SET,12,2023-08-01,18.52,10180,Germany,222.24,222.24,2023,8,1,Tuesday
C550149,ST74627,MASON JAR CANDLE HOLDER,7,2023-10-01,13.54,10954,United Kingdom,94.78,94.78,2023,10,1,Sunday
C544138,ST63810,LARGE POPCORN HOLDER,5,2023-02-07,39.54,10530,EIRE,197.7,197.7,2023,2,7,Tuesday
C554367,ST91234,LUNCH BAG SUKI DESIGN,4,2023-09-14,10.09,10843,United Kingdom,40.36,40.36,2023,9,14,Thursday
C540221,ST78342,POPPY'S PLAYHOUSE BEDROOM,32,2023-02-21,51.75,10061,United Kingdom,1656.0,1656.0,2023,2,21,Tuesday
C558708,ST20645,HAND WARMER UNION JACK,90,2023-12-12,20.76,10791,United Kingdom,1868.4,1868.4,2023,12,12,Tuesday
C539850,ST58588,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-03-03,7.98,10938,United Kingdom,7.98,7.98,2023,3,3,Friday
C577904,ST87618,AIRLINE BAG VINTAGE WORLD CHAMPION,85,2023-06-22,9.68,10256,United Kingdom,822.8,822.8,2023,6,22,Thursday
C554104,ST54118,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-02-19,38.39,10016,United Kingdom,115.17,115.17,2023,2,19,Sunday
C541711,ST28724,SMALL POPCORN HOLDER,7,2023-04-27,22.25,10440,United Kingdom,155.75,155.75,2023,4,27,Thursday
C562385,ST92955,VINTAGE PAISLEY STATIONERY SET,8,2023-02-18,29.48,10464,United Kingdom,235.84,235.84,2023,2,18,Saturday
C554364,ST21748,LUNCH BAG PINK POLKADOT,11,2023-10-12,43.65,10569,United Kingdom,480.15,480.15,2023,10,12,Thursday
C576714,ST75358,FELTCRAFT PRINCESS CHARLOTTE DOLL,88,2023-02-09,13.28,10559,United Kingdom,1168.64,1168.6399999999999,2023,2,9,Thursday
C539360,ST43490,BLUE CHERRY LIGHTS,21,2023-08-16,35.96,10686,United Kingdom,755.16,755.16,2023,8,16,Wednesday
C536474,ST31575,PACK OF 72 RETROSPOT CAKE CASES,3,2023-04-30,54.88,10486,Switzerland,164.64,164.64000000000001,2023,4,30,Sunday
C550492,ST77000,HAND WARMER UNION JACK,12,2023-02-18,16.99,10965,Germany,203.88,203.88,2023,2,18,Saturday
C577591,ST12740,SET 7 BABUSHKA NESTING BOXES,58,2023-06-09,40.81,10177,United Kingdom,2366.98,2366.98,2023,6,9,Friday
C556624,ST48885,WHITE BUTTERFLY T-LIGHT HOLDER,9,2023-06-01,34.79,10281,Spain,313.11,313.11,2023,6,1,Thursday
C573236,ST12057,LARGE POPCORN HOLDER,10,2023-06-17,51.32,10151,EIRE,513.2,513.2,2023,6,17,Saturday
C542357,ST89831,AIRLINE BAG VINTAGE WORLD CHAMPION,9,2023-01-11,39.84,10779,United Kingdom,358.56000000000006,358.56000000000006,2023,1,11,Wednesday
C554502,ST57714,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,5,2023-05-07,6.48,10232,United Kingdom,32.400000000000006,32.400000000000006,2023,5,7,Sunday
C542043,ST60978,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-12-08,2.28,10092,Italy,9.12,9.12,2023,12,8,Friday
C540987,ST60823,LUNCH BAG SUKI DESIGN,12,2023-07-19,51.2,10880,United Kingdom,614.4000000000001,614.4000000000001,2023,7,19,Wednesday
C572826,ST80578,HOME BUILDING BLOCK WORD,59,2023-07-25,43.96,10702,Netherlands,2593.64,2593.64,2023,7,25,Tuesday
C578371,ST79590,WHITE METAL LANTERN,86,2023-03-11,27.32,10691,United Kingdom,2349.52,2349.52,2023,3,11,Saturday
C541008,ST89215,SET OF 4 PANTRY JELLY MOULDS,7,2023-09-25,31.94,10317,United Kingdom,223.58,223.58,2023,9,25,Monday
C554766,ST67662,BOX OF VINTAGE ALPHABET BLOCKS,27,2023-04-26,18.53,10144,United Kingdom,500.31000000000006,500.31000000000006,2023,4,26,Wednesday
C569032,ST63729,LUNCH BAG PINK POLKADOT,4,2023-06-08,43.12,10146,United Kingdom,172.48,172.48,2023,6,8,Thursday
C578971,ST19749,SMALL POPCORN HOLDER,12,2023-04-11,53.48,10874,France,641.76,641.76,2023,4,11,Tuesday
C579685,ST72530,HOME BUILDING BLOCK WORD,5,2023-01-04,52.41,10418,Norway,262.04999999999995,262.04999999999995,2023,1,4,Wednesday
C546691,ST67524,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2023-12-25,2.4,10754,United Kingdom,24.0,24.0,2023,12,25,Monday
C561948,ST41822,PARTY BUNTING,87,2023-12-24,50.76,10058,United Kingdom,4416.12,4416.12,2023,12,24,Sunday
C545158,ST85492,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-08-13,43.45,10838,France,260.70000000000005,260.70000000000005,2023,8,13,Sunday
C570024,ST49940,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-06-27,3.61,10221,United Kingdom,39.71,39.71,2023,6,27,Tuesday
C560363,ST51632,LUNCH BAG PINK POLKADOT,3,2023-01-21,45.89,10493,United Kingdom,137.67000000000002,137.67000000000002,2023,1,21,Saturday
C561537,ST61086,HOME BUILDING BLOCK WORD,7,2023-06-27,17.94,10398,United Kingdom,125.58,125.58000000000001,2023,6,27,Tuesday
C542599,ST25581,PINK CHERRY LIGHTS,2,2023-08-23,53.44,10430,Germany,106.88,106.88,2023,8,23,Wednesday
C568749,ST54249,WHITE METAL LANTERN,12,2023-01-20,36.43,10144,Germany,437.16,437.15999999999997,2023,1,20,Friday
C573505,ST92725,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2023-09-27,23.74,10642,United Kingdom,237.4,237.39999999999998,2023,9,27,Wednesday
C563187,ST70349,POPPY'S PLAYHOUSE BEDROOM,6,2023-04-06,8.28,10604,United Kingdom,49.67999999999999,49.67999999999999,2023,4,6,Thursday
C559265,ST89613,WHITE METAL LANTERN,4,2023-02-10,11.0,10432,Italy,44.0,44.0,2023,2,10,Friday
C570002,ST76057,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-11-18,23.47,10818,United Kingdom,211.23,211.23,2023,11,18,Saturday
C580220,ST43144,PACK OF 72 RETROSPOT CAKE CASES,4,2023-12-11,41.56,10442,United Kingdom,166.24,166.24,2023,12,11,Monday
C545871,ST80803,POPPY'S PLAYHOUSE KITCHEN,11,2023-05-24,46.39,10210,United Kingdom,510.29,510.29,2023,5,24,Wednesday
C544935,ST41515,HAND WARMER UNION JACK,1,2023-04-22,4.35,10383,Germany,4.35,4.35,2023,4,22,Saturday
C572025,ST46774,SKULL SHOULDER BAG,21,2023-10-26,31.45,10225,United Kingdom,660.4499999999999,660.4499999999999,2023,10,26,Thursday
C552570,ST50537,SET OF 3 CAKE TINS PANTRY DESIGN,73,2023-01-25,19.52,10008,United Kingdom,1424.96,1424.96,2023,1,25,Wednesday
C573540,ST54452,WHITE METAL LANTERN,5,2023-12-03,3.14,10854,United Kingdom,15.7,15.700000000000001,2023,12,3,Sunday
C536391,ST14885,ASSORTED COLOUR BIRD ORNAMENT,77,2023-06-20,30.54,10444,United Kingdom,2351.58,2351.58,2023,6,20,Tuesday
C539408,ST70417,SAVE THE WHALE COTTON BAG,1,2023-11-03,8.59,10689,United Kingdom,8.59,8.59,2023,11,3,Friday
C573302,ST18912,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-11-05,22.24,10754,United Kingdom,88.96,88.96,2023,11,5,Sunday
C574071,ST65047,HAND WARMER UNION JACK,4,2023-11-01,42.46,10797,United Kingdom,169.84,169.84,2023,11,1,Wednesday
C571140,ST64350,GLASS HANGING T-LIGHT HOLDER,3,2023-05-17,22.97,10903,United Kingdom,68.91,68.91,2023,5,17,Wednesday
C549069,ST69692,WHITE BUTTERFLY T-LIGHT HOLDER,80,2023-07-31,48.8,10082,United Kingdom,3904.0,3904.0,2023,7,31,Monday
C566360,ST99271,CHOCOLATE HOT WATER BOTTLE,7,2023-12-30,39.61,10940,United Kingdom,277.27,277.27,2023,12,30,Saturday
C555970,ST45659,POPPY'S PLAYHOUSE BEDROOM,10,2023-12-28,6.23,10585,Belgium,62.3,62.300000000000004,2023,12,28,Thursday
C577817,ST21525,SAVE THE WHALE COTTON BAG,9,2023-10-04,30.32,10725,EIRE,272.88,272.88,2023,10,4,Wednesday
C553717,ST31476,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-11-22,18.61,10688,United Kingdom,93.05,93.05,2023,11,22,Wednesday
C567318,ST71928,CREAM CUPID HEARTS COAT HANGER,9,2023-08-16,44.42,10815,Germany,399.78,399.78000000000003,2023,8,16,Wednesday
C539048,ST80028,CHOCOLATE HOT WATER BOTTLE,5,2023-06-23,16.84,10346,United Kingdom,84.2,84.2,2023,6,23,Friday
C571535,ST87558,GLASS HANGING T-LIGHT HOLDER,7,2023-10-06,24.78,10083,Italy,173.46,173.46,2023,10,6,Friday
C538002,ST85628,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-07-08,6.96,10733,United Kingdom,69.6,69.6,2023,7,8,Saturday
C566596,ST20576,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-09-27,46.22,10206,United Kingdom,231.1,231.1,2023,9,27,Wednesday
C537803,ST80511,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-03-28,45.01,10306,United Kingdom,450.1,450.09999999999997,2023,3,28,Tuesday
C550245,ST19851,VINTAGE PAISLEY STATIONERY SET,42,2023-06-08,30.41,10880,United Kingdom,1277.22,1277.22,2023,6,8,Thursday
C537456,ST67339,LOVE BUILDING BLOCK WORD,5,2023-06-09,26.56,10959,Portugal,132.79999999999998,132.79999999999998,2023,6,9,Friday
C559808,ST96926,LUNCH BAG RED RETROSPOT,43,2023-04-11,12.53,10704,United Kingdom,538.79,538.79,2023,4,11,Tuesday
C551257,ST41706,BOX OF 6 ASSORTED COLOUR TEASPOONS,11,2023-09-04,31.74,10167,United Kingdom,349.14,349.14,2023,9,4,Monday
C555810,ST42636,RECIPE BOX WITH METAL HEART,9,2023-06-13,16.19,10314,United Kingdom,145.71,145.71,2023,6,13,Tuesday
C540483,ST88814,CREAM CUPID HEARTS COAT HANGER,96,2023-04-02,18.28,10988,Germany,1754.88,1754.88,2023,4,2,Sunday
C563797,ST17502,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-10-15,36.88,10397,United Kingdom,442.56000000000006,442.56000000000006,2023,10,15,Sunday
C573476,ST84859,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-08-30,38.49,10801,United Kingdom,76.98,76.98,2023,8,30,Wednesday
C577861,ST64967,SET OF 4 PANTRY JELLY MOULDS,55,2023-11-25,22.34,10626,Switzerland,1228.7,1228.7,2023,11,25,Saturday
C537622,ST15194,AIRLINE BAG VINTAGE JET SET,2,2023-08-27,5.87,10070,United Kingdom,11.74,11.74,2023,8,27,Sunday
C562839,ST19038,POPPY'S PLAYHOUSE KITCHEN,12,2023-06-29,22.39,10221,United Kingdom,268.68,268.68,2023,6,29,Thursday
C575364,ST87376,CREAM CUPID HEARTS COAT HANGER,1,2023-11-17,19.61,10059,Belgium,19.61,19.61,2023,11,17,Friday
C558872,ST49035,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-12-26,42.28,10998,United Kingdom,42.28,42.28,2023,12,26,Tuesday
C558934,ST15408,PARTY BUNTING,68,2023-02-07,37.67,10281,United Kingdom,2561.56,2561.56,2023,2,7,Tuesday
C565779,ST34560,POPPY'S PLAYHOUSE KITCHEN,7,2023-07-11,9.23,10968,United Kingdom,64.61,64.61,2023,7,11,Tuesday
C543810,ST83578,LUNCH BAG RED RETROSPOT,10,2023-03-25,10.54,10023,France,105.4,105.39999999999999,2023,3,25,Saturday
C537799,ST39730,CHOCOLATE HOT WATER BOTTLE,1,2023-10-16,7.21,10218,United Kingdom,7.21,7.21,2023,10,16,Monday
C562082,ST98050,WHITE METAL LANTERN,78,2023-09-02,10.85,10658,Switzerland,846.3,846.3,2023,9,2,Saturday
C546369,ST28452,HOME BUILDING BLOCK WORD,10,2023-04-21,11.32,10854,France,113.2,113.2,2023,4,21,Friday
C566872,ST90128,LUNCH BAG SUKI DESIGN,73,2023-11-28,27.47,10233,United Kingdom,2005.31,2005.31,2023,11,28,Tuesday
C560999,ST34410,WHITE BUTTERFLY T-LIGHT HOLDER,61,2023-05-19,11.92,10947,Germany,727.12,727.12,2023,5,19,Friday
C555602,ST83603,SET OF 4 PANTRY JELLY MOULDS,7,2023-03-01,36.02,10284,United Kingdom,252.14,252.14000000000001,2023,3,1,Wednesday
C572430,ST93043,CREAM CUPID HEARTS COAT HANGER,76,2023-09-18,20.29,10619,United Kingdom,1542.04,1542.04,2023,9,18,Monday
C565018,ST81977,BLUE CHERRY LIGHTS,11,2023-05-27,41.45,10958,France,455.9500000000001,455.95000000000005,2023,5,27,Saturday
C555979,ST46311,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,12,2023-07-21,32.35,10381,Portugal,388.2000000000001,388.20000000000005,2023,7,21,Friday
C573577,ST95526,BOX OF VINTAGE JIGSAW BLOCKS,9,2023-08-18,37.75,10141,United Kingdom,339.75,339.75,2023,8,18,Friday
C573031,ST97428,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,2023-12-09,8.67,10632,United Kingdom,52.02,52.019999999999996,2023,12,9,Saturday
C549983,ST79506,CHOCOLATE HOT WATER BOTTLE,9,2023-09-09,26.13,10534,United Kingdom,235.17,235.17,2023,9,9,Saturday
C553377,ST72710,PACK OF 72 RETROSPOT CAKE CASES,5,2023-05-04,31.16,10403,United Kingdom,155.8,155.8,2023,5,4,Thursday
C565287,ST86571,RECIPE BOX WITH METAL HEART,7,2023-09-06,42.95,10682,United Kingdom,300.65000000000003,300.65000000000003,2023,9,6,Wednesday
C541434,ST33469,WHITE METAL LANTERN,9,2023-12-04,29.92,10457,United Kingdom,269.28000000000003,269.28000000000003,2023,12,4,Monday
C573623,ST76259,LARGE POPCORN HOLDER,72,2023-09-07,36.99,10510,United Kingdom,2663.28,2663.28,2023,9,7,Thursday
C580266,ST32900,WHITE BUTTERFLY T-LIGHT HOLDER,12,2023-09-25,43.24,10814,United Kingdom,518.88,518.88,2023,9,25,Monday
C558025,ST48801,WHITE METAL LANTERN,6,2023-01-05,26.34,10975,United Kingdom,158.04,158.04,2023,1,5,Thursday
C545818,ST53313,RED WOOLLY HOTTIE WHITE HEART,5,2023-03-31,42.63,10414,France,213.15,213.15,2023,3,31,Friday
C562886,ST27385,CHOCOLATE HOT WATER BOTTLE,6,2023-09-30,13.45,10095,France,80.69999999999999,80.69999999999999,2023,9,30,Saturday
C541066,ST75772,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-05-31,34.89,10066,United Kingdom,104.67,104.67,2023,5,31,Wednesday
C577228,ST76716,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-09-05,24.14,10658,United Kingdom,289.68,289.68,2023,9,5,Tuesday
C543445,ST23432,PACK OF 72 RETROSPOT CAKE CASES,7,2023-06-11,44.59,10438,United Kingdom,312.13,312.13,2023,6,11,Sunday
C559298,ST24026,SKULL SHOULDER BAG,7,2023-01-08,25.93,10507,United Kingdom,181.51,181.51,2023,1,8,Sunday
C558304,ST50401,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,3,2023-12-19,10.81,10919,United Kingdom,32.43,32.43,2023,12,19,Tuesday
C553598,ST96257,WHITE BUTTERFLY T-LIGHT HOLDER,67,2023-03-10,18.98,10080,Germany,1271.66,1271.66,2023,3,10,Friday
