InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
C555241,ST10806,HAND WARMER RED POLKA DOT,2,2023-01-12,44.41,10440,United Kingdom,88.82
C563054,ST20598,GLASS HANGING T-LIGHT HOLDER,8,2023-05-27,20.0,10035,United Kingdom,160.0
C570854,ST55488,LOVE BUILDING BLOCK WORD,6,2023-01-31,17.07,10042,Spain,102.42
C564771,ST90914,MASON JAR CANDLE HOLDER,3,2023-06-19,10.75,10694,EIRE,32.25
C557483,ST12318,HOME BUILDING BLOCK WORD,2,2023-11-26,25.76,10057,United Kingdom,51.52
C568993,ST94492,IVORY KNITTED MUG COZY,3,2023-07-15,34.43,10356,United Kingdom,103.28999999999999
C538524,ST77679,LUNCH BAG PINK POLKADOT,68,2023-10-21,14.45,10422,Spain,982.5999999999999
C545652,ST34629,BOX OF VINTAGE JIGSAW BLOCKS,9,2023-09-10,53.01,10662,United Kingdom,477.09
C577830,ST20829,SKULL SHOULDER BAG,11,2023-10-15,48.79,10970,United Kingdom,536.6899999999999
C578024,ST15219,HAND WARMER RED POLKA DOT,8,2023-07-06,27.01,10474,Germany,216.08
C549169,ST70574,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-09-24,22.01,10314,United Kingdom,176.08
C547512,ST50235,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,2023-05-08,9.39,10897,United Kingdom,84.51
C551715,ST31140,ASSORTED COLOUR BIRD ORNAMENT,7,2023-10-13,42.14,10222,EIRE,294.98
C558470,ST37644,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-03-07,17.32,10887,Germany,69.28
C580939,ST19346,HAND WARMER RED POLKA DOT,49,2023-05-01,47.25,10467,United Kingdom,2315.25
C553182,ST17365,PARTY BUNTING,1,2023-07-30,14.33,10267,United Kingdom,14.33
C557777,ST31685,LOVE BUILDING BLOCK WORD,30,2023-11-05,30.17,10814,United Kingdom,905.1
C574691,ST25849,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-04-19,44.93,10064,United Kingdom,44.93
C554469,ST15665,HOME BUILDING BLOCK WORD,1,2023-01-11,20.54,10709,United Kingdom,20.54
C539864,ST15377,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-10-04,45.25,10598,Germany,181.0
C563161,ST62976,WHITE METAL LANTERN,9,2023-10-24,50.83,10680,United Kingdom,457.46999999999997
C580074,ST49738,MASON JAR CANDLE HOLDER,6,2023-05-30,29.08,10516,United Kingdom,174.48
C559403,ST56093,POPPY'S PLAYHOUSE BEDROOM,76,2023-03-25,21.98,10160,United Kingdom,1670.48
C560365,ST28552,PARTY BUNTING,57,2023-06-21,17.73,10479,Norway,1010.61
C568756,ST29192,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-03-31,33.5,10596,United Kingdom,67.0
C544916,ST28037,LARGE POPCORN HOLDER,59,2023-07-04,33.87,10824,United Kingdom,1998.33
C547708,ST56569,SET 7 BABUSHKA NESTING BOXES,1,2023-04-06,34.05,10879,United Kingdom,34.05
C569736,ST19924,GLASS STAR FROSTED T-LIGHT HOLDER,97,2023-04-08,30.5,10179,United Kingdom,2958.5
C548268,ST51696,WHITE METAL LANTERN,12,2023-05-28,12.89,10706,United Kingdom,154.68
C565817,ST47997,SAVE THE WHALE COTTON BAG,3,2023-09-13,14.57,10468,United Kingdom,43.71
C570269,ST40020,WHITE BUTTERFLY T-LIGHT HOLDER,4,2023-05-06,21.16,10604,United Kingdom,84.64
C558511,ST36227,PACK OF 72 RETROSPOT CAKE CASES,4,2023-09-09,40.45,10070,United Kingdom,161.8
C568026,ST66941,LUNCH BAG PINK POLKADOT,4,2023-06-02,4.23,10647,United Kingdom,16.92
C559698,ST49324,SET OF 4 PANTRY JELLY MOULDS,7,2023-10-02,54.53,10328,United Kingdom,381.71000000000004
C561817,ST93463,SAVE THE WHALE COTTON BAG,2,2023-11-19,19.55,10946,United Kingdom,39.1
C573719,ST74437,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-10-11,35.52,10902,United Kingdom,35.52
C557382,ST98657,MASON JAR CANDLE HOLDER,54,2023-09-19,37.09,10772,United Kingdom,2002.8600000000001
C556809,ST36138,PACK OF 72 RETROSPOT CAKE CASES,92,2023-11-25,29.23,10711,United Kingdom,2689.16
C567000,ST13091,LARGE POPCORN HOLDER,1,2023-09-30,25.76,10419,United Kingdom,25.76
C541514,ST56275,GLASS STAR FROSTED T-LIGHT HOLDER,64,2023-07-22,52.17,10325,United Kingdom,3338.88
C539207,ST26072,SET OF 3 CAKE TINS PANTRY DESIGN,96,2023-02-19,34.73,10373,United Kingdom,3334.08
C562672,ST82719,AIRLINE BAG VINTAGE JET SET,33,2023-09-24,5.53,10576,United Kingdom,182.49
C538168,ST26524,RED WOOLLY HOTTIE WHITE HEART,12,2023-11-08,28.08,10541,Switzerland,336.96
C536878,ST94113,SET 7 BABUSHKA NESTING BOXES,7,2023-08-22,28.3,10607,EIRE,198.1
C562969,ST61163,POPPY'S PLAYHOUSE KITCHEN,5,2023-07-02,10.93,10120,United Kingdom,54.65
C578242,ST73105,RED WOOLLY HOTTIE WHITE HEART,7,2023-07-11,34.69,10050,United Kingdom,242.82999999999998
C537053,ST63144,PINK CHERRY LIGHTS,6,2023-11-09,42.21,10428,United Kingdom,253.26
C544581,ST20952,RED WOOLLY HOTTIE WHITE HEART,5,2023-10-10,39.31,10898,United Kingdom,196.55
C544949,ST72107,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-01-01,6.56,10596,United Kingdom,78.72
C544622,ST28361,PINK CHERRY LIGHTS,66,2023-05-07,34.61,10801,United Kingdom,2284.2599999999998
C552099,ST76678,CREAM CUPID HEARTS COAT HANGER,45,2023-04-03,47.45,10124,United Kingdom,2135.25
C578079,ST36784,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-10-16,14.46,10628,Spain,173.52
C565388,ST94676,HAND WARMER RED POLKA DOT,2,2023-02-11,40.77,10994,United Kingdom,81.54
C562258,ST78815,IVORY KNITTED MUG COZY,2,2023-05-24,43.65,10670,France,87.3
C566176,ST80062,WHITE METAL LANTERN,10,2023-07-17,29.95,10709,France,299.5
C559290,ST57398,WHITE METAL LANTERN,5,2023-04-18,50.78,10963,United Kingdom,253.9
C543524,ST48312,VINTAGE PAISLEY STATIONERY SET,2,2023-04-08,8.9,10635,United Kingdom,17.8
C536598,ST23543,SKULL SHOULDER BAG,4,2023-08-15,14.71,10924,United Kingdom,58.84
C579047,ST68927,WHITE METAL LANTERN,55,2023-07-03,38.35,10242,United Kingdom,2109.25
C553021,ST60408,LUNCH BAG SUKI DESIGN,9,2023-07-30,46.13,10920,United Kingdom,415.17
C577648,ST24502,AIRLINE BAG VINTAGE WORLD CHAMPION,7,2023-03-08,30.54,10709,United Kingdom,213.78
C555736,ST46890,PINK CHERRY LIGHTS,49,2023-02-15,41.66,10195,United Kingdom,2041.34
C536911,ST67755,LUNCH BAG PINK POLKADOT,22,2023-11-29,45.17,10567,Switzerland,993.74
C552762,ST80214,BLUE CHERRY LIGHTS,9,2023-09-30,15.85,10783,United Kingdom,142.65
C547950,ST59657,HAND WARMER RED POLKA DOT,12,2023-01-28,27.03,10309,Italy,324.36
C544860,ST66856,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-03,23.79,10703,United Kingdom,23.79
C544655,ST47188,PINK CHERRY LIGHTS,10,2023-09-06,11.24,10896,Germany,112.4
C559360,ST67678,HAND WARMER UNION JACK,10,2023-05-19,2.92,10261,United Kingdom,29.2
C578352,ST82964,ASSORTED COLOUR BIRD ORNAMENT,1,2023-06-02,46.92,10501,United Kingdom,46.92
C563620,ST74219,IVORY KNITTED MUG COZY,5,2023-01-08,11.67,10197,EIRE,58.35
C581119,ST55332,MASON JAR CANDLE HOLDER,6,2023-01-10,24.91,10106,United Kingdom,149.46
C551377,ST43828,LUNCH BAG PINK POLKADOT,63,2023-04-05,12.26,10277,United Kingdom,772.38
C544593,ST76806,RECIPE BOX WITH METAL HEART,73,2023-08-22,29.02,10580,United Kingdom,2118.46
C578970,ST38986,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2023-11-30,46.81,10860,United Kingdom,280.86
C548439,ST61844,POPPY'S PLAYHOUSE BEDROOM,8,2023-01-14,15.01,10345,United Kingdom,120.08
C536845,ST24507,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-10-24,27.5,10656,Germany,137.5
C536988,ST74365,PINK CHERRY LIGHTS,8,2023-09-02,48.49,10225,United Kingdom,387.92
C545565,ST92129,POPPY'S PLAYHOUSE KITCHEN,2,2023-06-21,46.84,10746,United Kingdom,93.68
C539323,ST38153,CREAM CUPID HEARTS COAT HANGER,1,2023-03-24,35.18,10684,Spain,35.18
C545072,ST72727,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-05-24,45.66,10678,United Kingdom,502.26
C572607,ST14309,RECIPE BOX WITH METAL HEART,4,2023-04-18,20.29,10656,United Kingdom,81.16
C544574,ST81177,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-01-28,23.13,10813,Germany,277.56
C561110,ST63359,LARGE POPCORN HOLDER,11,2023-07-26,41.76,10204,United Kingdom,459.35999999999996
C569641,ST89397,WHITE BUTTERFLY T-LIGHT HOLDER,5,2023-06-23,34.22,10893,United Kingdom,171.1
C571885,ST94315,CHOCOLATE HOT WATER BOTTLE,34,2023-09-03,46.32,10591,United Kingdom,1574.88
C555616,ST88180,CHOCOLATE HOT WATER BOTTLE,4,2023-06-08,38.55,10918,United Kingdom,154.2
C568957,ST30468,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2023-09-12,32.34,10400,United Kingdom,194.04000000000002
C542180,ST24258,SET OF 4 PANTRY JELLY MOULDS,9,2023-04-18,36.45,10555,United Kingdom,328.05
C562582,ST77128,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-08-03,10.86,10408,Germany,54.3
C575897,ST59692,SET 7 BABUSHKA NESTING BOXES,5,2023-01-18,40.47,10830,United Kingdom,202.35
C555719,ST56692,AIRLINE BAG VINTAGE JET SET,8,2023-03-30,1.16,10523,United Kingdom,9.28
C580068,ST44164,SKULL SHOULDER BAG,11,2023-05-13,51.32,10694,Channel Islands,564.52
C564455,ST22535,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,8,2023-01-17,22.33,10906,United Kingdom,178.64
C567984,ST12301,PACK OF 72 RETROSPOT CAKE CASES,55,2023-08-06,53.71,10186,EIRE,2954.05
C551152,ST57932,BLUE CHERRY LIGHTS,9,2023-07-02,14.29,10470,United Kingdom,128.60999999999999
C573410,ST65306,IVORY KNITTED MUG COZY,11,2023-03-26,33.37,10424,Germany,367.07
C543481,ST38004,PINK CHERRY LIGHTS,3,2023-06-19,9.24,10867,United Kingdom,27.72
C575288,ST65955,RECIPE BOX WITH METAL HEART,1,2023-01-27,19.38,10867,United Kingdom,19.38
C560222,ST81850,PARTY BUNTING,5,2023-07-29,31.42,10459,United Kingdom,157.10000000000002
C551447,ST86022,RECIPE BOX WITH METAL HEART,5,2023-04-22,21.53,10700,United Kingdom,107.65
C574470,ST31627,IVORY KNITTED MUG COZY,3,2023-07-16,20.97,10864,EIRE,62.91
C542979,ST37944,LOVE BUILDING BLOCK WORD,4,2023-11-11,50.98,10869,United Kingdom,203.92
C578253,ST21015,POPPY'S PLAYHOUSE KITCHEN,9,2023-06-23,51.45,10772,United Kingdom,463.05
C561975,ST44550,SET OF 4 PANTRY JELLY MOULDS,12,2023-02-11,15.14,10779,Germany,181.68
C570717,ST10425,PARTY BUNTING,77,2023-08-18,11.65,10798,United Kingdom,897.0500000000001
C571223,ST42901,SET 7 BABUSHKA NESTING BOXES,71,2023-02-02,34.27,10469,United Kingdom,2433.17
C579826,ST75287,VINTAGE PAISLEY STATIONERY SET,70,2023-02-28,41.62,10858,United Kingdom,2913.3999999999996
C541746,ST24929,SET OF 4 PANTRY JELLY MOULDS,8,2023-12-09,38.03,10965,United Kingdom,304.24
C573818,ST12746,VINTAGE PAISLEY STATIONERY SET,5,2023-04-27,52.42,10352,United Kingdom,262.1
C541427,ST88849,SKULL SHOULDER BAG,10,2023-05-20,32.42,10360,Channel Islands,324.20000000000005
C557230,ST61180,HAND WARMER UNION JACK,81,2023-11-21,16.48,10548,United Kingdom,1334.88
C544952,ST56907,ASSORTED COLOUR BIRD ORNAMENT,59,2023-06-09,2.39,10082,United Kingdom,141.01000000000002
C547272,ST38660,MASON JAR CANDLE HOLDER,9,2023-03-27,31.48,10084,Spain,283.32
C538328,ST69361,VINTAGE PAISLEY STATIONERY SET,12,2023-08-24,13.62,10666,United Kingdom,163.44
C551030,ST50814,SET 7 BABUSHKA NESTING BOXES,2,2023-05-22,2.86,10700,United Kingdom,5.72
C548124,ST29752,BOX OF VINTAGE ALPHABET BLOCKS,2,2023-10-26,48.99,10662,United Kingdom,97.98
C559877,ST93848,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-11-17,31.98,10556,United Kingdom,319.8
C562602,ST19344,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-04-02,3.7,10469,United Kingdom,22.200000000000003
C564861,ST98603,PARTY BUNTING,1,2023-10-11,15.39,10009,United Kingdom,15.39
C574254,ST37908,BLUE CHERRY LIGHTS,77,2023-03-08,33.27,10793,United Kingdom,2561.7900000000004
C580323,ST95606,CREAM CUPID HEARTS COAT HANGER,69,2023-05-23,15.52,10330,Germany,1070.8799999999999
C550928,ST79834,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,2023-03-23,16.01,10541,United Kingdom,144.09
C562474,ST64876,SAVE THE WHALE COTTON BAG,9,2023-09-06,39.73,10515,Switzerland,357.57
C554876,ST46925,RED WOOLLY HOTTIE WHITE HEART,30,2023-09-23,8.9,10290,United Kingdom,267.0
C538654,ST75503,BLUE CHERRY LIGHTS,11,2023-07-14,11.91,10584,United Kingdom,131.01
C562046,ST61295,ASSORTED COLOUR BIRD ORNAMENT,4,2023-12-28,18.94,10044,United Kingdom,75.76
C550110,ST77930,WHITE BUTTERFLY T-LIGHT HOLDER,4,2023-12-31,46.67,10277,Belgium,186.68
C567444,ST66682,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-10-01,6.41,10815,United Kingdom,51.28
C569585,ST76030,HOME BUILDING BLOCK WORD,6,2023-11-14,50.47,10166,United Kingdom,302.82
C539820,ST59197,SKULL SHOULDER BAG,7,2023-01-23,7.23,10505,EIRE,50.61
C554685,ST92592,SET OF 4 PANTRY JELLY MOULDS,9,2023-11-09,47.97,10588,United Kingdom,431.73
C539257,ST82600,HAND WARMER UNION JACK,7,2023-07-27,28.09,10361,Spain,196.63
C566152,ST27974,LUNCH BAG RED RETROSPOT,6,2023-07-31,13.35,10941,United Kingdom,80.1
C565890,ST39747,PINK CHERRY LIGHTS,10,2023-11-13,12.18,10315,Germany,121.8
C541334,ST12830,SAVE THE WHALE COTTON BAG,4,2023-07-20,7.67,10657,Belgium,30.68
C581446,ST67459,SMALL POPCORN HOLDER,100,2023-10-05,20.95,10254,United Kingdom,2095.0
C555068,ST80131,HAND WARMER RED POLKA DOT,44,2023-11-25,47.69,10901,United Kingdom,2098.3599999999997
C570737,ST19539,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-08-19,5.16,10205,United Kingdom,41.28
C557463,ST62854,GLASS HANGING T-LIGHT HOLDER,22,2023-08-10,25.55,10564,Belgium,562.1
C545971,ST52804,CREAM CUPID HEARTS COAT HANGER,7,2023-03-01,19.14,10802,United Kingdom,133.98000000000002
C564814,ST37493,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-06-12,41.42,10387,United Kingdom,289.94
C572533,ST96464,HAND WARMER UNION JACK,10,2023-04-10,8.59,10401,United Kingdom,85.9
C547898,ST33996,IVORY KNITTED MUG COZY,56,2023-03-13,53.27,10831,United Kingdom,2983.1200000000003
C551497,ST34377,SET OF 3 CAKE TINS PANTRY DESIGN,10,2023-01-30,30.58,10100,United Kingdom,305.79999999999995
C556172,ST75324,GLASS HANGING T-LIGHT HOLDER,12,2023-01-16,40.77,10926,United Kingdom,489.24
C542428,ST84563,POPPY'S PLAYHOUSE BEDROOM,6,2023-01-24,42.66,10741,United Kingdom,255.95999999999998
C568760,ST10896,PACK OF 72 RETROSPOT CAKE CASES,12,2023-04-22,19.64,10832,United Kingdom,235.68
C575709,ST91145,HAND WARMER RED POLKA DOT,11,2023-04-02,34.48,10083,United Kingdom,379.28
C540816,ST52087,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-01-13,41.15,10159,United Kingdom,41.15
C553871,ST71931,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-08-31,3.52,10905,France,21.12
C575812,ST89165,PACK OF 72 RETROSPOT CAKE CASES,2,2023-06-01,54.02,10723,EIRE,108.04
C545179,ST50913,FELTCRAFT PRINCESS CHARLOTTE DOLL,72,2023-10-03,32.25,10160,United Kingdom,2322.0
C572149,ST41271,ASSORTED COLOUR BIRD ORNAMENT,9,2023-05-03,12.99,10639,United Kingdom,116.91
C581434,ST83673,WHITE METAL LANTERN,4,2023-01-08,51.73,10562,United Kingdom,206.92
C564788,ST63029,LUNCH BAG PINK POLKADOT,4,2023-05-01,51.98,10203,United Kingdom,207.92
C540458,ST47820,LOVE BUILDING BLOCK WORD,7,2023-06-03,4.99,10072,United Kingdom,34.93
C563929,ST76207,SET 7 BABUSHKA NESTING BOXES,60,2023-07-06,29.87,10907,United Kingdom,1792.2
C541264,ST96699,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-11-27,33.47,10114,United Kingdom,334.7
C574277,ST91320,POPPY'S PLAYHOUSE BEDROOM,4,2023-03-19,4.29,10920,Netherlands,17.16
C574338,ST37570,PINK CHERRY LIGHTS,9,2023-09-16,54.46,10503,United Kingdom,490.14
C546011,ST83340,CREAM CUPID HEARTS COAT HANGER,1,2023-11-29,54.77,10660,United Kingdom,54.77
C581481,ST29388,RED WOOLLY HOTTIE WHITE HEART,81,2023-09-23,9.42,10614,United Kingdom,763.02
C579219,ST41065,SET OF 3 CAKE TINS PANTRY DESIGN,12,2023-03-14,24.67,10745,Belgium,296.04
C542305,ST10771,SAVE THE WHALE COTTON BAG,59,2023-01-18,15.33,10821,United Kingdom,904.47
C549698,ST54471,RECIPE BOX WITH METAL HEART,5,2023-10-02,14.41,10522,United Kingdom,72.05
C555474,ST75002,HAND WARMER RED POLKA DOT,5,2023-09-06,5.84,10255,United Kingdom,29.2
C572339,ST38199,BOX OF VINTAGE ALPHABET BLOCKS,8,2023-06-19,3.2,10514,United Kingdom,25.6
C569584,ST59045,PACK OF 72 RETROSPOT CAKE CASES,1,2023-03-08,33.5,10598,United Kingdom,33.5
C575501,ST87694,SET 7 BABUSHKA NESTING BOXES,11,2023-02-05,13.85,10450,United Kingdom,152.35
C547831,ST29992,BOX OF VINTAGE JIGSAW BLOCKS,31,2023-10-23,2.37,10456,United Kingdom,73.47
C545824,ST36653,BLUE CHERRY LIGHTS,10,2023-06-04,38.04,10871,United Kingdom,380.4
C561042,ST18681,POPPY'S PLAYHOUSE KITCHEN,9,2023-01-29,16.74,10109,United Kingdom,150.66
C567071,ST90082,LUNCH BAG PINK POLKADOT,11,2023-10-08,50.72,10969,France,557.92
C581570,ST34506,LUNCH BAG SUKI DESIGN,88,2023-02-14,24.56,10425,United Kingdom,2161.2799999999997
C544579,ST81574,WHITE METAL LANTERN,10,2023-08-02,27.51,10577,Germany,275.1
C540169,ST13808,SET 7 BABUSHKA NESTING BOXES,5,2023-02-15,4.28,10644,United Kingdom,21.400000000000002
C558915,ST55157,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-03-18,3.41,10540,United Kingdom,13.64
C567740,ST51940,LARGE POPCORN HOLDER,6,2023-03-01,49.37,10100,United Kingdom,296.21999999999997
C569461,ST64597,SET OF 4 PANTRY JELLY MOULDS,1,2023-03-19,17.64,10909,United Kingdom,17.64
C560265,ST15646,HOME BUILDING BLOCK WORD,1,2023-01-13,21.07,10965,EIRE,21.07
C578518,ST72223,AIRLINE BAG VINTAGE WORLD CHAMPION,11,2023-06-03,54.99,10519,Norway,604.89
C553355,ST12864,HAND WARMER RED POLKA DOT,56,2023-01-08,26.81,10767,United Kingdom,1501.36
C565201,ST26630,VINTAGE PAISLEY STATIONERY SET,8,2023-09-26,18.8,10912,United Kingdom,150.4
C546920,ST48739,POPPY'S PLAYHOUSE KITCHEN,86,2023-04-25,48.1,10396,United Kingdom,4136.6
C551485,ST32938,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,2023-04-30,3.8,10119,United Kingdom,41.8
C540271,ST28606,IVORY KNITTED MUG COZY,8,2023-02-07,1.67,10700,United Kingdom,13.36
C557183,ST13077,GLASS HANGING T-LIGHT HOLDER,6,2023-04-20,44.42,10245,United Kingdom,266.52
C567065,ST58498,RECIPE BOX WITH METAL HEART,12,2023-03-31,44.79,10448,Switzerland,537.48
C569661,ST14681,MASON JAR CANDLE HOLDER,9,2023-01-28,54.74,10485,United Kingdom,492.66
C561304,ST38814,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-02-19,46.29,10271,Netherlands,277.74
C574697,ST85015,HAND WARMER UNION JACK,11,2023-06-05,39.04,10829,France,429.44
C559038,ST92076,CHOCOLATE HOT WATER BOTTLE,5,2023-06-07,36.1,10155,Germany,180.5
C549200,ST15779,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-04-30,12.6,10303,United Kingdom,12.6
C558576,ST96853,VINTAGE PAISLEY STATIONERY SET,9,2023-12-07,7.26,10683,United Kingdom,65.34
C551844,ST29922,PINK CHERRY LIGHTS,7,2023-06-29,7.64,10526,United Kingdom,53.48
C579852,ST46174,CREAM CUPID HEARTS COAT HANGER,10,2023-10-02,44.38,10370,United Kingdom,443.8
C573681,ST41222,BOX OF VINTAGE ALPHABET BLOCKS,8,2023-02-02,51.47,10627,United Kingdom,411.76
C547910,ST56248,SAVE THE WHALE COTTON BAG,87,2023-02-04,21.48,10219,Norway,1868.76
C572502,ST27926,PINK CHERRY LIGHTS,27,2023-07-26,47.18,10345,Germany,1273.86
C571189,ST75002,WHITE METAL LANTERN,9,2023-11-23,39.12,10010,Germany,352.08
C580621,ST58440,SKULL SHOULDER BAG,39,2023-12-12,25.21,10977,Spain,983.19
C548434,ST99557,HOME BUILDING BLOCK WORD,2,2023-04-19,30.42,10067,United Kingdom,60.84
C542880,ST24986,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-11-01,9.91,10379,United Kingdom,109.01
C539027,ST45985,LUNCH BAG PINK POLKADOT,9,2023-05-16,51.16,10748,United Kingdom,460.43999999999994
C565837,ST92736,LUNCH BAG RED RETROSPOT,11,2023-01-03,36.16,10019,United Kingdom,397.76
C538408,ST24389,VINTAGE PAISLEY STATIONERY SET,12,2023-02-21,12.79,10062,France,153.48
C552198,ST32950,RECIPE BOX WITH METAL HEART,92,2023-08-14,24.16,10875,United Kingdom,2222.72
C559918,ST70841,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-07-08,46.87,10098,United Kingdom,187.48
C549606,ST81606,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-06-14,7.96,10885,United Kingdom,47.76
C548484,ST94022,POPPY'S PLAYHOUSE KITCHEN,1,2023-02-21,49.46,10385,United Kingdom,49.46
C538521,ST53793,HAND WARMER RED POLKA DOT,4,2023-01-25,27.6,10687,United Kingdom,110.4
C541845,ST34253,GLASS HANGING T-LIGHT HOLDER,1,2023-10-04,35.45,10878,France,35.45
C567360,ST74359,HOME BUILDING BLOCK WORD,11,2023-10-15,29.58,10149,United Kingdom,325.38
C568364,ST55404,MASON JAR CANDLE HOLDER,3,2023-11-27,50.41,10381,United Kingdom,151.23
C573145,ST50736,CREAM CUPID HEARTS COAT HANGER,3,2023-11-18,44.42,10084,United Kingdom,133.26
C578043,ST48922,RECIPE BOX WITH METAL HEART,9,2023-02-26,39.25,10186,United Kingdom,353.25
C551603,ST87524,HOME BUILDING BLOCK WORD,82,2023-07-18,26.21,10075,United Kingdom,2149.2200000000003
C568144,ST90958,SAVE THE WHALE COTTON BAG,12,2023-04-06,46.94,10953,Norway,563.28
C536740,ST58081,BLUE CHERRY LIGHTS,2,2023-03-19,46.11,10688,United Kingdom,92.22
C566859,ST34738,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-11-29,47.82,10759,United Kingdom,286.92
C537092,ST24630,LOVE BUILDING BLOCK WORD,10,2023-04-29,15.6,10755,United Kingdom,156.0
C573219,ST48367,SET OF 4 PANTRY JELLY MOULDS,69,2023-10-18,28.82,10371,United Kingdom,1988.58
C552031,ST44492,SET OF 3 CAKE TINS PANTRY DESIGN,46,2023-04-23,6.88,10299,United Kingdom,316.48
C545722,ST23928,AIRLINE BAG VINTAGE JET SET,1,2023-01-06,3.59,10646,United Kingdom,3.59
C536851,ST49277,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-12-18,7.14,10810,United Kingdom,14.28
C558931,ST67271,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,79,2023-09-09,29.96,10013,Spain,2366.84
C563648,ST47740,IVORY KNITTED MUG COZY,5,2023-02-06,40.89,10173,United Kingdom,204.45
C558226,ST93125,IVORY KNITTED MUG COZY,5,2023-01-31,51.28,10240,United Kingdom,256.4
C558427,ST40041,BLUE CHERRY LIGHTS,9,2023-09-03,8.85,10926,United Kingdom,79.64999999999999
C570983,ST20509,PACK OF 72 RETROSPOT CAKE CASES,2,2023-03-16,50.9,10568,United Kingdom,101.8
C579156,ST80173,SET 7 BABUSHKA NESTING BOXES,6,2023-08-23,37.9,10239,EIRE,227.39999999999998
C568515,ST25996,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-01-15,50.1,10878,Belgium,150.3
C550996,ST66989,BLUE CHERRY LIGHTS,3,2023-07-14,29.77,10315,United Kingdom,89.31
C563503,ST81171,IVORY KNITTED MUG COZY,11,2023-09-24,39.53,10835,EIRE,434.83000000000004
C539810,ST39218,IVORY KNITTED MUG COZY,41,2023-04-01,11.65,10455,France,477.65000000000003
C544675,ST28429,LUNCH BAG SUKI DESIGN,10,2023-03-21,15.01,10783,Belgium,150.1
C555534,ST52431,WHITE METAL LANTERN,6,2023-12-22,19.42,10489,United Kingdom,116.52000000000001
C553555,ST42486,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-04-03,9.81,10632,United Kingdom,9.81
C569639,ST80300,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-01-15,15.98,10124,United Kingdom,175.78
C557715,ST33045,SET 7 BABUSHKA NESTING BOXES,11,2023-01-13,28.8,10748,France,316.8
C568351,ST16046,PACK OF 72 RETROSPOT CAKE CASES,5,2023-04-26,49.78,10486,United Kingdom,248.9
C553352,ST94063,HOME BUILDING BLOCK WORD,2,2023-10-21,29.77,10601,United Kingdom,59.54
C549595,ST19396,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-03,22.86,10796,United Kingdom,22.86
C563176,ST34790,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-05-26,14.96,10740,United Kingdom,89.76
C567303,ST61214,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-05-07,18.29,10816,United Kingdom,109.74
C577676,ST94752,VINTAGE PAISLEY STATIONERY SET,5,2023-05-29,7.05,10196,EIRE,35.25
C566145,ST42992,HAND WARMER UNION JACK,27,2023-08-26,41.31,10362,United Kingdom,1115.3700000000001
C545803,ST27907,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-03-11,23.27,10579,EIRE,162.89
C560329,ST77174,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-11-21,32.98,10546,United Kingdom,65.96
